id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
7946,1.3,383,3,1,University degree,Rural,Female,42,Right,3
7947,1.95,175,2,1,High School,Suburban,Male,26,Right,2
7948,1.15,147,4,0,Graduate degree,Urban,Male,24,Right,3
7949,1.45,529,3,1,University degree,Suburban,Male,20,Right,2
7950,2.75,268,1,1,Less than high school,Rural,Male,16,Right,1
7951,3.45,199,4,1,Graduate degree,Urban,Male,33,Right,1
7952,1.35,128,2,1,High School,Suburban,Other,18,Right,1
7953,4.85,269,3,1,University degree,Rural,Male,23,Right,2
7954,2.85,333,4,2,Graduate degree,Urban,Male,27,Right,3
7955,5.05,275,3,1,University degree,Rural,Male,25,Right,4
7956,1.6,1159,2,2,High School,Urban,Male,18,Right,2
7957,2.15,437,2,2,High School,Suburban,Male,20,Left,2
7958,7,201,1,1,Less than high school,Urban,Male,13,Right,1
7959,3.1,682,3,1,University degree,Rural,Male,19,Right,2
7960,3.55,165,2,1,High School,Rural,Female,15,Left,0
7961,1,220,4,1,Graduate degree,Rural,Male,36,Right,2
7962,1.2,213,4,1,Graduate degree,Rural,Male,45,Right,2
7963,2.95,454,4,1,Graduate degree,Rural,Male,34,Left,2
7964,2.05,110,4,1,Graduate degree,Suburban,Male,47,Right,1
7965,4.7,434,3,2,University degree,Urban,Male,30,Right,5
7966,1.75,214,2,2,High School,Urban,Male,27,Right,4
7967,1.8,284,3,1,University degree,Urban,Male,29,Right,1
7968,1.1,124,2,1,High School,Rural,Male,20,Right,2
7969,3.95,243,3,2,University degree,Suburban,Male,23,Right,2
7970,2.05,211,1,1,Less than high school,Urban,Male,35,Left,3
7971,3.2,284,3,1,University degree,Suburban,Male,24,Right,2
7972,3.1,577,1,2,Less than high school,Urban,Male,14,Right,2
7973,1.9,232,4,2,Graduate degree,Suburban,Male,22,Right,2
7974,3.35,478,4,1,Graduate degree,Urban,Male,66,Right,1
7975,7.1,285,3,1,University degree,Suburban,Female,24,Right,2
7976,4.95,1154,1,1,Less than high school,Suburban,Male,15,Right,1
7977,7.2,323,4,1,Graduate degree,Suburban,Male,33,Right,4
7978,1.5,201,2,1,High School,Suburban,Other,17,Right,1
7979,8.1,490,1,1,Less than high school,Suburban,Male,13,Right,2
7980,5.25,161,4,1,Graduate degree,Urban,Male,57,NA,1
7981,1.7,227,4,1,Graduate degree,Urban,Female,51,Right,1
7982,2.3,166,4,2,Graduate degree,Urban,Male,37,Right,1
7983,1.25,208,3,1,University degree,Rural,Male,27,Right,3
7984,7.1,170,2,1,High School,Suburban,Male,20,Right,3
7985,8.55,225,2,2,High School,Suburban,Male,18,Right,2
7986,1.95,232,3,1,University degree,Rural,Male,34,Right,2
7987,1.3,131,1,1,Less than high school,Rural,Female,15,Right,3
7988,2.15,308,2,1,High School,Rural,Male,17,Left,3
7989,2.35,250,4,1,Graduate degree,Suburban,Male,32,Both,2
7990,1.2,162,3,1,University degree,Urban,Male,53,Right,4
7991,8.25,226,2,1,High School,Suburban,Male,18,Right,2
7992,2.35,212,3,1,University degree,Urban,Male,24,Right,3
7993,7.2,216,1,1,Less than high school,Urban,Male,18,Right,4
7994,1.6,110,1,1,Less than high school,Rural,Male,17,Right,4
7995,2.6,292,2,1,High School,Suburban,Female,58,Right,7
7996,3,125,1,1,Less than high school,Suburban,Female,13,Left,2
7997,2.75,206,3,1,University degree,Urban,Male,23,Left,3
7998,1.7,226,4,1,Graduate degree,Rural,Male,28,Left,2
7999,2.45,372,2,1,High School,Suburban,Male,20,Left,2
8000,1.7,139,4,1,Graduate degree,Urban,Male,50,Left,3
8001,7.7,253,1,1,Less than high school,Urban,Male,16,Left,1
8002,1.5,166,3,1,University degree,Suburban,Female,22,Right,2
8003,7.5,168,2,1,High School,Suburban,Male,19,Right,4
8004,2.3,898,1,1,Less than high school,Suburban,Male,13,Right,3
8005,7.45,243,2,2,High School,Suburban,Male,14,Right,3
8006,2.15,130,1,1,Less than high school,Urban,Male,16,Right,2
8007,4.25,212,1,1,Less than high school,Suburban,Male,14,Right,6
8008,3.4,116,2,1,High School,Urban,Female,18,Right,3
8009,2.4,264,1,1,Less than high school,Suburban,Male,14,Right,2
8010,1.1,106,4,1,Graduate degree,Suburban,Female,41,Left,2
8011,3.05,342,3,1,University degree,Urban,Male,29,Right,2
8012,1.35,253,4,1,Graduate degree,Suburban,Female,37,Right,3
8013,4.5,327,1,1,Less than high school,Urban,Male,16,Right,1
8014,1.15,603,2,1,High School,Suburban,Female,22,Right,6
8015,2.15,292,3,1,University degree,Rural,Male,21,Right,2
8016,4.75,354,3,2,University degree,Suburban,Female,23,Right,3
8017,6.9,206,2,1,High School,Urban,Male,19,Right,2
8018,1.85,162,4,1,Graduate degree,Suburban,Male,58,Right,1
8019,1.55,134,3,1,University degree,Rural,Female,55,Right,5
8020,1.3,198,3,1,University degree,Urban,Male,24,Right,2
8021,1.5,198,3,1,University degree,Urban,Male,34,Right,3
8022,1.3,117,3,1,University degree,Suburban,Female,23,Both,2
8023,1.65,209,2,1,High School,Suburban,Male,51,Right,5
8024,2.75,324,4,1,Graduate degree,Suburban,Male,26,Right,3
8025,2.25,179,4,1,Graduate degree,Rural,Male,44,Right,3
8026,1.9,189,2,1,High School,Suburban,Male,17,Right,3
8027,6.5,258,2,1,High School,Suburban,Male,29,Right,3
8028,1.3,140,3,1,University degree,Urban,Male,30,Right,2
8029,2.65,306,2,1,High School,Suburban,Male,18,Right,2
8030,2.05,232,3,1,University degree,Rural,Female,28,Right,3
8031,1.85,337,3,1,University degree,Rural,Male,27,Right,3
8032,3.05,773,1,1,Less than high school,Urban,Male,15,Left,1
8033,1.3,300,3,1,University degree,Suburban,Male,28,Right,2
8034,5.65,505,2,1,High School,Urban,Male,17,Both,2
8035,2.85,260,4,1,Graduate degree,Suburban,Male,58,Right,5
8036,2.2,124,1,1,Less than high school,Suburban,Male,15,Right,2
8037,1.35,171,1,1,Less than high school,Suburban,Male,17,Right,3
8038,7.3,387,3,1,University degree,Urban,Female,69,Right,2
8039,5.25,237,2,1,High School,Urban,Male,28,Right,1
8040,1.55,409,4,1,Graduate degree,Suburban,Male,71,Right,2
8041,3.6,220,1,1,Less than high school,Suburban,Male,16,Right,2
8042,1.1,221,4,1,Graduate degree,Suburban,Male,35,Right,3
8043,2.05,265,3,1,University degree,Suburban,Male,23,Right,2
8044,8.55,89,2,1,High School,Suburban,Male,19,Right,4
8045,4.6,566,3,1,University degree,Suburban,Male,21,Right,2
8046,1.2,120,2,1,High School,Urban,Other,18,Both,1
8047,3.85,519,4,1,Graduate degree,Suburban,Male,27,Right,5
8048,1.25,217,3,1,University degree,Rural,Male,34,Left,2
8049,2.7,371,2,2,High School,Rural,Female,21,Right,2
8050,1.9,285,3,1,University degree,Suburban,Male,67,Left,3
8051,6.15,350,3,1,University degree,Suburban,Female,25,Right,2
8052,4.15,120,3,1,University degree,Rural,Male,37,Right,2
8053,1.65,170,3,1,University degree,Urban,Male,34,Right,2
8054,1.95,249,4,1,Graduate degree,Urban,Female,67,Right,3
8055,2.95,288,3,1,University degree,Urban,Male,39,Right,5
8056,1.45,80,4,1,Graduate degree,Urban,Female,34,Right,2
8057,1.25,338,4,1,Graduate degree,Suburban,Female,31,Right,2
8058,1.5,176,4,1,Graduate degree,Suburban,Male,31,Left,2
8059,2.1,86,4,1,Graduate degree,Suburban,Female,34,Right,2
8060,5.8,258,2,1,High School,Rural,Male,18,Both,2
8061,6.15,169,1,1,Less than high school,Suburban,Male,14,Right,4
8062,1.75,124,2,1,High School,Suburban,Female,31,Right,3
8063,2.3,238,2,2,High School,Rural,Female,14,Right,1
8064,1.05,103,3,1,University degree,Suburban,Male,22,Right,3
8065,1.75,361,1,1,Less than high school,Suburban,Male,17,Right,3
8066,2.55,189,4,1,Graduate degree,Urban,Male,42,Left,3
8067,8.3,143,2,1,High School,Suburban,Male,15,Right,4
8068,1.2,352,2,1,High School,Rural,Male,19,Right,1
8069,4.95,316,3,2,University degree,Rural,Male,23,Right,1
8070,1.7,271,3,1,University degree,Suburban,Female,46,Right,2
8071,7.15,376,2,1,High School,Urban,Male,15,Right,2
8072,3.65,454,1,2,Less than high school,Suburban,Male,14,Right,3
8073,4.05,414,2,1,High School,Rural,Female,19,Right,2
8074,2.35,188,4,1,Graduate degree,Suburban,Male,66,Right,3
8075,1.65,191,2,2,High School,Rural,Male,18,Right,2
8076,4.65,288,1,1,Less than high school,Rural,Male,13,Left,5
8077,4.65,146,3,2,University degree,Urban,Male,21,Left,2
8078,7.15,184,4,1,Graduate degree,Urban,Female,54,Right,8
8079,2,326,3,1,University degree,Suburban,Male,23,Right,1
8080,1.55,126,4,1,Graduate degree,Suburban,Female,34,Right,3
8081,1.15,340,2,1,High School,Suburban,Male,21,Right,3
8082,1.15,152,3,1,University degree,Rural,Female,20,Right,3
8083,2,139,2,1,High School,Suburban,Male,27,Right,2
8084,2.25,282,3,2,University degree,Urban,Male,26,Right,1
8085,1.6,1243,0,2,NA,Urban,Female,16,Right,0
8086,2.6,355,2,1,High School,Urban,Male,18,Right,1
8087,2.95,133,4,1,Graduate degree,Rural,Male,53,Right,3
8088,3.1,229,4,1,Graduate degree,Suburban,Male,28,Right,3
8089,5.45,783,3,1,University degree,Urban,Male,31,Right,3
8090,5.4,227,4,1,Graduate degree,Urban,Male,52,Right,3
8091,2.4,230,1,1,Less than high school,Rural,Male,17,Right,4
8092,3,368,2,2,High School,Suburban,Male,29,Right,2
8093,4.65,318,2,1,High School,Urban,Male,36,Right,2
8094,5.45,281,2,2,High School,Suburban,Male,40,Right,2
8095,1.4,248,2,2,High School,Rural,Female,28,Right,4
8096,5.65,210,2,1,High School,Suburban,Male,64,Left,4
8097,1.8,214,1,1,Less than high school,Suburban,Male,16,Right,3
8098,5.2,182,4,1,Graduate degree,Suburban,Male,25,Left,0
8099,8.2,252,1,1,Less than high school,Suburban,Male,15,Right,2
8100,2.75,135,2,2,High School,Rural,Male,24,Left,2
8101,2.95,220,4,1,Graduate degree,Rural,Male,38,Right,3
8102,4.85,126,4,1,Graduate degree,Urban,Male,46,Right,8
8103,6.3,280,1,2,Less than high school,Urban,Male,16,Right,2
8104,1,94,4,1,Graduate degree,Suburban,Male,32,Right,3
8105,1.65,138,3,1,University degree,Suburban,Female,23,Right,1
8106,4.2,428,3,1,University degree,Rural,Male,30,Right,2
8107,3.85,197,3,1,University degree,Urban,Female,44,Right,4
8108,1.2,110,3,2,University degree,Suburban,Male,25,Right,6
8109,3.25,334,4,1,Graduate degree,Suburban,Male,47,Right,4
8110,2.25,131,2,2,High School,Urban,Male,21,Left,2
8111,2.8,709,1,1,Less than high school,Urban,Male,16,Right,2
8112,6.05,357,3,1,University degree,Rural,Male,22,Right,4
8113,7.7,462,2,1,High School,Suburban,Male,28,Right,1
8114,2.4,334,3,1,University degree,Suburban,Male,54,Right,2
8115,4.45,192,2,1,High School,Suburban,Male,17,Left,5
8116,1.85,217,3,1,University degree,Rural,Female,36,Right,4
8117,2.45,120,2,1,High School,Rural,Male,22,Right,2
8118,1.55,306,4,1,Graduate degree,Urban,Female,30,Right,2
8119,1.9,229,4,1,Graduate degree,Suburban,Male,41,Right,4
8120,1.25,115,3,1,University degree,Suburban,Male,25,Left,2
8121,1.85,411,4,1,Graduate degree,Suburban,Male,47,Right,4
8122,4.85,221,3,1,University degree,Suburban,Male,19,Right,2
8123,4.7,272,2,1,High School,Urban,Male,29,Left,4
8124,1.35,101,2,1,High School,Suburban,Male,15,Right,1
8125,1.35,101,1,1,Less than high school,Suburban,Female,16,Right,2
8126,2.3,368,3,2,University degree,Urban,Female,29,Right,2
8127,1.5,144,3,1,University degree,Urban,Male,22,Right,2
8128,1.8,177,2,1,High School,Rural,Female,17,Right,3
8129,3.15,211,1,1,Less than high school,Suburban,Female,15,Right,2
8130,1.15,137,1,1,Less than high school,Suburban,Other,17,Right,1
8131,1.5,215,4,1,Graduate degree,Suburban,Female,30,Right,2
8132,3.35,232,2,2,High School,Urban,Male,19,Right,1
8133,1.6,109,2,1,High School,Suburban,Male,20,Right,2
8134,5.5,255,2,1,High School,Suburban,Male,16,Right,3
8135,2.15,173,4,1,Graduate degree,Suburban,Female,33,Right,4
8136,6.35,407,2,1,High School,Suburban,Male,16,Right,3
8137,4.95,347,2,1,High School,Urban,Male,16,Left,2
8138,2.4,509,2,1,High School,Suburban,Female,16,Right,1
8139,1.1,1766,2,2,High School,Urban,Male,15,Right,2
8140,4.65,145,3,1,University degree,Rural,Male,50,Right,2
8141,8.6,235,2,1,High School,Suburban,Female,18,Right,3
8142,2.55,8003,3,1,University degree,Suburban,Male,40,Right,2
8143,1.15,81,3,1,University degree,Suburban,Female,19,Left,2
8144,9,147,3,1,University degree,Suburban,Male,22,Left,4
8145,4.6,457,3,1,University degree,Urban,Male,37,Left,3
8146,1.8,2590,4,1,Graduate degree,Suburban,Male,47,Both,3
8147,2.3,278,1,1,Less than high school,Urban,Male,15,Right,4
8148,3.55,254,3,1,University degree,Suburban,Male,46,Right,4
8149,2.15,262,4,1,Graduate degree,Suburban,Female,58,Right,5
8150,1.95,321,1,1,Less than high school,Urban,Male,14,Right,0
8151,4.65,408,3,2,University degree,Urban,Male,23,Right,1
8152,2.4,132,4,1,Graduate degree,Urban,Female,57,Right,3
8153,2.35,163,4,1,Graduate degree,Suburban,Male,46,Right,0
8154,4.2,437,4,1,Graduate degree,Urban,Female,85,Right,2
8155,4.6,230,2,1,High School,Urban,Male,16,Right,2
8156,2.75,126,2,1,High School,Suburban,Female,17,Left,2
8157,2.5,239,4,2,Graduate degree,Urban,Female,24,Right,1
8158,2.95,169,4,1,Graduate degree,Suburban,Male,33,Right,2
8159,2.7,446,4,1,Graduate degree,Suburban,Male,52,Left,3
8160,6.4,408,3,1,University degree,Urban,Female,37,Right,1
8161,1,266,4,1,Graduate degree,Suburban,Male,70,Right,3
8162,2.15,175,3,1,University degree,Suburban,Male,45,Right,10
8163,5.15,857,1,1,Less than high school,Urban,Male,13,Right,2
8164,1,464,3,1,University degree,Suburban,Male,30,Left,2
8165,3.45,458,3,1,University degree,Suburban,Male,22,Right,1
8166,1.65,400,2,1,High School,Urban,Female,35,Right,3
8167,3.4,231,4,1,Graduate degree,Suburban,Male,54,Left,1
8168,3.15,239,3,1,University degree,Suburban,Male,19,Right,2
8169,4.85,217,2,1,High School,Suburban,Male,19,Right,2
8170,3.9,375,2,1,High School,Suburban,Male,32,Right,3
8171,3.15,126,2,1,High School,Urban,Male,23,Right,3
8172,2.1,320,3,1,University degree,Suburban,Male,21,Left,1
8173,4.6,732,3,1,University degree,Rural,Female,20,Right,4
8174,4.45,213,2,1,High School,Urban,Male,18,Left,2
8175,2.7,150,2,1,High School,Urban,Female,21,Right,1
8176,4.2,305,2,1,High School,Urban,Male,27,Right,8
8177,3.15,262,3,2,University degree,Rural,Male,37,Right,2
8178,1.4,656,3,1,University degree,Suburban,Male,20,Right,2
8179,4.8,284,1,1,Less than high school,Suburban,Male,16,Right,3
8180,1,125,2,1,High School,Suburban,Male,18,Right,3
8181,2.8,234,2,2,High School,Suburban,Female,19,Right,1
8182,1.2,235,4,2,Graduate degree,Urban,Male,28,Right,2
8183,2.65,379,2,2,High School,Suburban,Male,20,Right,3
8184,1.6,259,3,1,University degree,Suburban,Male,28,Right,2
8185,1.95,434,3,1,University degree,Suburban,Male,24,Right,2
8186,2.65,305,2,1,High School,Rural,Male,63,Right,1
8187,1.4,193,3,1,University degree,Suburban,Female,19,Right,3
8188,2,204,3,2,University degree,Urban,Female,20,Right,2
8189,6.6,186,4,1,Graduate degree,Rural,Male,29,Left,2
8190,1.7,173,2,1,High School,Urban,Male,16,Right,1
8191,1.85,455,2,1,High School,Urban,Male,17,Right,2
8192,3.65,237,2,1,High School,Suburban,Male,45,Right,3
8193,2.1,175,2,1,High School,Suburban,Male,28,Right,2
8194,1.15,222,2,1,High School,Urban,Female,26,Right,3
8195,3.8,172,3,2,University degree,Urban,Male,33,Right,3
8196,5.45,251,1,1,Less than high school,Suburban,Male,16,Right,1
8197,4.15,364,2,1,High School,Suburban,Female,19,Right,2
8198,1.65,195,3,1,University degree,Suburban,Male,33,Right,3
8199,1.7,1475,3,1,University degree,Urban,Male,40,Right,2
8200,1,600,2,1,High School,Urban,Female,19,Both,1
8201,1.45,130,2,2,High School,Suburban,Male,19,Left,2
8202,2.2,428,1,1,Less than high school,Suburban,Male,15,Right,3
8203,3.1,333,1,1,Less than high school,Urban,Female,16,Right,1
8204,9,797,1,1,Less than high school,Suburban,Male,21,Right,4
8205,1.25,149,3,1,University degree,Rural,Female,40,Right,4
8206,2,203,4,1,Graduate degree,Suburban,Female,51,Right,2
8207,1,284,2,1,High School,Suburban,Male,18,Right,2
8208,1.8,250,2,1,High School,Suburban,Other,18,NA,2
8209,2.35,524,4,1,Graduate degree,Suburban,Male,54,Right,2
8210,2.55,435,3,2,University degree,Suburban,Female,51,Right,2
8211,1.6,367,3,1,University degree,Suburban,Female,79,Left,2
8212,2.35,320,2,1,High School,Suburban,Male,18,Right,2
8213,1.55,199,4,1,Graduate degree,Suburban,Male,60,Right,3
8214,1.7,738,2,1,High School,Urban,Male,22,Right,2
8215,2.7,227,3,1,University degree,Urban,Male,19,Right,2
8216,2.05,339,3,2,University degree,Suburban,Female,29,Left,2
8217,3.3,355,4,2,Graduate degree,Urban,Male,28,Both,2
8218,1.7,628,1,1,Less than high school,Suburban,Male,15,Right,3
8219,2,499,4,2,Graduate degree,Urban,Male,26,Right,1
8220,1.7,131,3,2,University degree,Suburban,Male,22,Left,1
8221,3.15,178,4,1,Graduate degree,Suburban,Male,47,Right,2
8222,2.1,184,4,2,Graduate degree,Urban,Male,37,Right,2
8223,2.25,124,3,1,University degree,Rural,Male,27,Right,2
8224,1.8,3658,3,1,University degree,Suburban,Male,38,Right,3
8225,1.35,288,3,2,University degree,Suburban,Male,63,Right,4
8226,1.4,148,4,1,Graduate degree,Suburban,Male,45,Right,1
8227,1.8,179,4,1,Graduate degree,Urban,Female,55,Right,2
8228,4.2,155,1,1,Less than high school,Suburban,Male,14,Right,3
8229,1.95,88,4,1,Graduate degree,Suburban,Male,35,Right,2
8230,3.2,178,4,1,Graduate degree,Suburban,Male,41,Left,4
8231,2.15,382,3,1,University degree,Urban,Female,27,Right,2
8232,4.2,265,3,1,University degree,Suburban,Male,40,Right,2
8233,2.85,1814,2,1,High School,Suburban,Female,18,Right,2
8234,2.7,339,3,2,University degree,Rural,Male,29,Right,3
8235,1.65,215,2,1,High School,Rural,Female,17,Right,2
8236,3.95,358,4,1,Graduate degree,Suburban,Male,39,Right,2
8237,1.35,226,2,2,High School,Suburban,Male,18,Right,3
8238,1.1,131,2,1,High School,Rural,Male,19,Left,3
8239,2,126,4,2,Graduate degree,Urban,Male,26,Right,2
8240,3.05,390,4,1,Graduate degree,Urban,Female,42,Left,4
8241,5.2,672,4,1,Graduate degree,Urban,Male,44,Left,7
8242,5.55,3678,4,1,Graduate degree,Rural,Male,35,Right,3
8243,6.25,468,2,1,High School,Rural,Female,56,Right,2
8244,4.75,216,3,1,University degree,Rural,Male,39,Right,2
8245,1.15,136,3,1,University degree,Urban,Male,20,Right,3
8246,3.5,1049,4,2,Graduate degree,Rural,Female,72,Right,4
8247,8.4,602,1,1,Less than high school,Suburban,Male,16,Right,3
8248,5.95,354,2,1,High School,Suburban,Male,16,Right,3
8249,1,252,4,2,Graduate degree,Suburban,Female,51,Right,3
8250,9,104,2,1,High School,Suburban,Male,22,Right,2
8251,3.5,326,3,1,University degree,Suburban,Male,28,Right,2
8252,3,261,1,1,Less than high school,Urban,Male,17,Right,2
8253,1.3,295,4,2,Graduate degree,Rural,Male,58,Right,5
8254,2.15,253,4,2,Graduate degree,Rural,Male,29,Left,2
8255,2.15,598,2,2,High School,Urban,Male,19,Right,2
8256,1.2,152,4,2,Graduate degree,Rural,Male,42,Right,3
8257,3.25,254,2,2,High School,Rural,Female,19,Left,2
8258,1.55,185,2,2,High School,Urban,Male,30,Right,2
8259,1.8,200,4,1,Graduate degree,Suburban,Male,46,Right,3
8260,2.8,419,3,2,University degree,Rural,Male,39,Right,3
8261,3.05,446,3,2,University degree,Rural,Male,26,Right,3
8262,3.45,326,3,2,University degree,Rural,Male,32,Right,2
8263,7.3,276,3,2,University degree,Rural,Male,23,Right,6
8264,1.6,361,0,2,NA,Rural,Male,53,Right,5
8265,2.15,163,2,1,High School,Suburban,Male,18,Right,2
8266,3.2,193,4,2,Graduate degree,Suburban,Male,54,Right,2
8267,1.4,196,3,2,University degree,Suburban,Male,42,Right,3
8268,1.5,205,2,2,High School,Rural,Male,32,Right,3
8269,1.9,452,4,2,Graduate degree,Rural,Female,34,Right,2
8270,1.75,289,4,2,Graduate degree,Rural,Male,57,Right,3
8271,1.5,289,4,2,Graduate degree,Urban,Male,43,Left,2
8272,1.2,181,4,2,Graduate degree,Suburban,Male,25,Right,3
8273,1,211,3,2,University degree,Rural,Male,45,Right,3
8274,2.6,412,3,2,University degree,Rural,Male,64,Right,3
8275,2.35,270,4,2,Graduate degree,Suburban,Male,36,Right,3
8276,3.9,362,3,2,University degree,Rural,Male,25,Right,2
8277,1.95,286,4,2,Graduate degree,Rural,Male,49,Right,3
8278,2,313,1,2,Less than high school,Suburban,Male,60,Left,2
8279,1.8,318,3,2,University degree,Rural,Male,41,Right,3
8280,1.55,194,4,2,Graduate degree,Rural,Male,53,Right,5
8281,2.2,424,0,2,NA,Urban,Male,39,Right,2
8282,1.75,273,3,2,University degree,Rural,Other,51,Right,3
8283,1.6,296,2,2,High School,Urban,Male,67,Right,6
8284,3.15,883,3,2,University degree,Rural,Male,53,Right,2
8285,4.1,404,3,2,University degree,Urban,Male,63,Right,2
8286,1.3,206,3,2,University degree,Rural,Male,28,Right,3
8287,1,331,3,2,University degree,Suburban,Male,25,Right,2
8288,3.35,244,3,2,University degree,Suburban,Male,36,Right,1
8289,1.75,133,3,2,University degree,Rural,Female,38,Both,3
8290,1.4,136,4,2,Graduate degree,Suburban,Female,40,Right,2
8291,1.5,118,3,2,University degree,Rural,Male,29,Right,3
8292,2.2,249,4,2,Graduate degree,Suburban,Male,43,Right,4
8293,1.65,278,3,2,University degree,Urban,Male,63,Right,3
8294,4.5,301,2,2,High School,Suburban,Male,56,Right,5
8295,1.65,26953,3,2,University degree,Suburban,Male,39,Right,2
8296,1.6,225,3,2,University degree,Urban,Male,46,Right,2
8297,2.05,295,3,2,University degree,Suburban,Male,41,Right,2
8298,3.45,123,2,1,High School,Urban,Female,16,Right,3
8299,2.45,655,3,2,University degree,Suburban,Female,46,Right,0
8300,1.55,654,3,2,University degree,Rural,Male,57,Left,3
8301,5.8,166,1,2,Less than high school,Rural,Male,51,Right,3
8302,1.2,197,3,2,University degree,Suburban,Male,29,Right,2
8303,2.4,368,2,2,High School,Urban,Male,60,Left,2
8304,2.35,308,3,2,University degree,Rural,Male,60,Right,2
8305,1.05,246,2,2,High School,Suburban,Male,23,Right,2
8306,1.75,626,3,2,University degree,Suburban,Female,42,Right,2
8307,3,347,2,2,High School,Urban,Male,65,Right,1
8308,6.55,280,3,2,University degree,Rural,Male,21,Right,4
8309,1.35,191,1,1,Less than high school,Rural,Female,15,Right,2
8310,2.05,383,4,2,Graduate degree,Urban,Female,52,Right,2
8311,1.8,193,3,1,University degree,Rural,Female,45,Right,3
8312,1.85,166,3,2,University degree,Suburban,Male,32,Left,3
8313,1.35,323,4,2,Graduate degree,Rural,Female,28,Right,3
8314,1.35,386,3,2,University degree,Rural,Male,38,Right,3
8315,1,189,2,2,High School,Urban,Male,51,Right,4
8316,1.55,249,3,2,University degree,Rural,Male,69,Right,4
8317,1.9,242,2,2,High School,Rural,Male,25,Right,2
8318,5.4,405,3,2,University degree,Rural,Male,28,Right,3
8319,1,496,2,2,High School,Suburban,Female,50,Right,4
8320,1,235,3,2,University degree,Urban,Male,49,Right,3
8321,2.05,192,3,1,University degree,Rural,Male,65,Right,3
8322,2.55,271,3,2,University degree,Rural,Male,26,Right,4
8323,1.45,325,3,2,University degree,Urban,Female,60,Both,4
8324,1.55,352,2,1,High School,Urban,Female,60,Right,3
8325,1.2,239,3,2,University degree,Suburban,Male,30,Right,2
8326,1.3,273,3,2,University degree,Rural,Male,52,Left,2
8327,1.8,492,4,2,Graduate degree,Urban,Male,68,Right,2
8328,1.6,350,2,2,High School,Rural,Female,60,Right,4
8329,2.95,1144,3,2,University degree,Rural,Female,36,Left,3
8330,1.5,154,2,2,High School,Suburban,Male,52,Right,3
8331,1,257,4,2,Graduate degree,Rural,Male,46,Right,2
8332,2.6,958,3,2,University degree,Urban,Male,24,Left,1
8333,5.55,183,1,1,Less than high school,Urban,Female,15,Right,4
8334,3.1,413,2,2,High School,Rural,Male,35,Right,1
8335,3.5,230,4,2,Graduate degree,Rural,Male,49,Left,4
8336,3.9,165,1,1,Less than high school,Urban,Female,14,Left,2
8337,2.8,351,3,2,University degree,Rural,Male,26,Right,3
8338,2.4,460,3,0,University degree,Rural,Male,60,Right,4
8339,2.1,423,4,2,Graduate degree,Suburban,Male,26,Right,3
8340,3.45,47,0,1,NA,Urban,Male,17,Right,0
8341,1.5,285,2,2,High School,Urban,Male,24,Right,4
8342,1.55,290,3,2,University degree,Suburban,Male,37,Left,2
8343,1.3,449,1,2,Less than high school,Urban,Male,17,Right,3
8344,1,177,3,2,University degree,Suburban,Female,48,Right,2
8345,1.55,275,4,2,Graduate degree,Rural,Male,49,Right,4
8346,2.2,519,2,2,High School,Rural,Female,19,Right,3
8347,1.7,244,3,2,University degree,Urban,Female,25,Right,2
8348,1.25,1337,4,2,Graduate degree,Urban,Female,43,Right,3
8349,5.8,311,1,2,Less than high school,Urban,Female,17,Right,3
8350,1.65,189,2,2,High School,Urban,Male,18,Right,1
8351,1.5,266,4,2,Graduate degree,Suburban,Male,37,Right,2
8352,1.4,428,3,2,University degree,Suburban,Male,25,Right,2
8353,1.65,428,4,2,Graduate degree,Suburban,Female,39,Right,2
8354,2.2,795,3,2,University degree,Rural,Female,26,Right,2
8355,1.45,257,2,2,High School,Urban,Male,29,Left,2
8356,1.15,160,4,2,Graduate degree,Suburban,Male,30,Right,2
8357,5.7,209,2,2,High School,Rural,Male,20,Right,2
8358,2.6,1691,3,2,University degree,Rural,Male,52,Right,4
8359,2.6,312,4,2,Graduate degree,Urban,Male,51,Right,2
8360,1.45,526,2,2,High School,Urban,Female,43,Right,2
8361,2.9,241,3,2,University degree,Suburban,Male,34,Right,3
8362,3.5,467,2,2,High School,Suburban,Female,28,Left,3
8363,1.55,199,3,2,University degree,Suburban,Male,39,Right,3
8364,1.35,320,3,2,University degree,Suburban,Male,71,Right,3
8365,2.2,133,3,2,University degree,Rural,Male,37,Right,3
8366,1.75,295,2,2,High School,Urban,Male,34,Right,4
8367,5.5,263,3,2,University degree,Rural,Male,27,Left,1
8368,3.05,250,2,2,High School,Rural,Male,37,Right,3
8369,1.85,284,2,0,High School,Rural,Male,22,Right,1
8370,1.05,450,3,2,University degree,Rural,Female,56,Right,9
8371,1.6,341,1,2,Less than high school,Suburban,Male,13,Right,2
8372,1.95,557,4,2,Graduate degree,Suburban,Male,43,Right,2
8373,2.15,211,3,2,University degree,Rural,Male,32,Left,2
8374,1.45,399,3,2,University degree,Urban,Female,27,Right,1
8375,1,319,2,2,High School,Rural,Male,37,Left,3
8376,1.75,391,4,2,Graduate degree,Suburban,Male,47,Left,3
8377,1.75,244,4,2,Graduate degree,Urban,Male,40,Right,2
8378,2.25,265,4,2,Graduate degree,Urban,Male,37,Right,1
8379,2.45,13018,2,2,High School,Suburban,Male,20,Right,2
8380,2.7,155,3,2,University degree,Urban,Male,25,Right,1
